time,k,model,infolder,seed,result_folder,n_folds,top_100_percent,top_90_percent,top_80_percent,top_70_percent,top_60_percent,top_50_percent,top_40_percent,top_30_percent,top_20_percent,top_10_percent,10_better_100,top_100_percentT,top_90_percentT,top_80_percentT,top_70_percentT,top_60_percentT,top_50_percentT,top_40_percentT,top_30_percentT,top_20_percentT,top_10_percentT,10_better_100T,top_100_percentB,top_90_percentB,top_80_percentB,top_70_percentB,top_60_percentB,top_50_percentB,top_40_percentB,top_30_percentB,top_20_percentB,top_10_percentB,10_better_100B,top_100_f1_score,top_90_f1_score,top_80_f1_score,top_70_f1_score,top_60_f1_score,top_50_f1_score,top_40_f1_score,top_30_f1_score,top_20_f1_score,top_10_f1_score,log_p_train_T,log_p_train_B,log_p_test_T,log_p_test_B,p_train_T,p_train_B,p_test_T,p_test_B,std_log_p_train_T,std_log_p_train_B,std_log_p_test_T,std_log_p_test_B,std_p_train_T,std_p_train_B,std_p_test_T,std_p_test_B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:45:09 2018,6,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,9999,results/152381991951,5,55.65591398,58.51851852,59.16666667,60,62.22222222,60,58.33333333,55.55555556,63.33333333,60,TRUE,46.66666667,49.98168498,52.12121212,55.01010101,58.72222222,55.55555556,54.21428571,52.33333333,50,50,TRUE,64.66666667,66.34432234,64.61538462,65.42424242,65.66666667,65.83333333,63,55.66666667,71.66666667,66.66666667,TRUE,0.593939394,0.621621622,0.625954198,0.625,0.638297872,0.594594595,0.576271186,0.545454545,0.64516129,0.7,207.0009192,193.6187985,169.6399208,177.9377877,inf,inf,inf,inf,336.688379,528.6463097,354.6978456,536.6963946,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:46:46 2018,5,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,2222,results/152387672784,5,60.25806452,59.25925926,59.16666667,58.0952381,56.66666667,61.33333333,61.66666667,64.44444444,66.66666667,73.33333333,TRUE,49.33333333,47.69230769,46.81818182,47.27272727,45.49206349,48,51.61904762,52.66666667,43.33333333,50,TRUE,71.33333333,70,70.64102564,69.63636364,66.08585859,68.06349206,67.55555556,64.76190476,72.66666667,80,TRUE,0.642857143,0.640522876,0.647482014,0.620689655,0.606060606,0.658823529,0.676056338,0.714285714,0.736842105,0.818181818,64.73507616,32.95498443,50.29633758,-2.617735341,inf,inf,inf,inf,346.9404444,560.3230748,339.1670171,626.0637082,nan,nan,nan,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:48:23 2018,5,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,2222,results/152387106163,5,52.27956989,51.11111111,52.5,54.28571429,56.66666667,57.33333333,61.66666667,62.22222222,70,53.33333333,TRUE,57.33333333,56.31868132,60.78787879,62.54545455,62.88888889,59.78571429,58.0952381,58,73.33333333,80,TRUE,47.25,45.96336996,45.84249084,46.18181818,49.5,53.07142857,60.5,58.33333333,58.33333333,20,FALSE,0.5,0.5,0.504347826,0.5,0.530120482,0.567567568,0.610169492,0.622222222,0.727272727,0.363636364,-1956.442277,-2237.884832,-2051.40154,-2286.210028,1.34E-120,6.51E-150,1.83E-121,1.69E-215,982.226,1095.306327,1056.696434,1052.10088,2.07E-119,1.13E-148,1.58E-120,1.33E-137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:50:02 2018,6,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,2222,results/152388783997,5,54.90322581,53.33333333,53.33333333,56.19047619,56.66666667,56,55,62.22222222,70,80,TRUE,57.33333333,54.28571429,56.56177156,61.7979798,61.69480519,61.38888889,64.85714286,65.42857143,85.33333333,100,TRUE,52.41666667,51.28205128,49.6969697,50.53069153,52.58225108,51.42857143,49.61904762,57.66666667,56.33333333,66.66666667,TRUE,0.540540541,0.533333333,0.517241379,0.549019608,0.561797753,0.535211268,0.542372881,0.604651163,0.709677419,0.842105263,-1761.116722,-2086.272658,-1864.905411,-2149.159429,4.06E-101,1.01E-139,6.47E-135,1.53E-138,995.7667859,1122.064452,1066.445055,1153.107637,7.02E-100,1.76E-138,5.57E-134,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:51:38 2018,5,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,3333,results/152390585412,5,56.90322581,57.03703704,55.83333333,55.23809524,56.66666667,58.66666667,55,48.88888889,53.33333333,66.66666667,TRUE,56,58.13186813,55,51.13636364,51.66666667,53.80952381,49.23809524,51,60,90,TRUE,57.66666667,54.90842491,55.32967033,56.38461538,59.77777778,61.38888889,59.33333333,51.33333333,50,40,FALSE,0.575163399,0.573529412,0.576,0.584070796,0.597938144,0.626506024,0.584615385,0.510638298,0.5,0.444444444,-1603.365716,-1926.908278,-1694.085142,-1957.284975,1.57E-111,2.39E-165,6.50E-122,1.62E-168,891.5625707,993.8050692,983.5931598,978.8249412,2.71E-110,0,5.59E-121,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:53:13 2018,4,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,3333,results/152390585389,5,49.65591398,50.37037037,50.83333333,50.47619048,50,54.66666667,51.66666667,48.88888889,56.66666667,66.66666667,TRUE,52,52.78388278,53.03030303,54.17171717,51.15873016,56.19047619,48.66666667,40,31.66666667,75,TRUE,47.33333333,48.88644689,49.48717949,48.86868687,49.99494949,55.83333333,54.16666667,52.57142857,72,63.33333333,TRUE,0.486486486,0.503703704,0.512396694,0.5,0.505494505,0.552631579,0.567164179,0.549019608,0.648648649,0.705882353,-170.572882,-215.9028488,-244.0783475,-237.4541395,inf,inf,inf,inf,476.3958493,657.8904691,446.1296577,591.2570479,nan,nan,nan,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:54:52 2018,4,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,2222,results/152419253618,5,54.32258065,53.33333333,54.16666667,52.38095238,52.22222222,52,50,46.66666667,46.66666667,60,TRUE,68,68.13186813,68.05128205,67,63.5,61.66666667,54.04761905,50.66666667,50,60,FALSE,40.91666667,39.01098901,39.17748918,37.57575758,41.16666667,44.6031746,43.5,41,46.66666667,60,TRUE,0.473282443,0.461538462,0.466019417,0.444444444,0.455696203,0.470588235,0.464285714,0.454545455,0.5,0.666666667,-167.3210255,-206.7692301,-231.5859347,-223.3702929,inf,inf,4.48E+274,inf,478.47116,652.4888738,420.9130518,575.4037458,nan,nan,inf,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:56:28 2018,6,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,2222,results/152421408658,5,55.69892473,59.25925926,58.33333333,59.04761905,56.66666667,57.33333333,53.33333333,60,56.66666667,40,FALSE,50.66666667,55.82417582,54.88344988,54.55011655,51.38888889,54.88888889,48.42857143,61.66666667,62,37.5,FALSE,60.83333333,62.74725275,61.93473193,64.9044289,63.55555556,62.61904762,59.78571429,57.23809524,49,33.33333333,FALSE,0.578616352,0.604316547,0.596774194,0.612612613,0.589473684,0.6,0.575757576,0.64,0.628571429,0.470588235,206.5088965,196.5484921,180.1061001,176.9124671,inf,inf,inf,inf,352.6150768,543.0919987,355.0228804,559.0104574,nan,nan,nan,3.06E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:58:03 2018,5,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,1111,results/152419191982,5,60.94623656,61.48148148,62.5,62.85714286,61.11111111,62.66666667,63.33333333,68.88888889,73.33333333,73.33333333,TRUE,38.66666667,34.50549451,33.18181818,33.41414141,29.5,32.85714286,22.66666667,22.66666667,10,16.66666667,FALSE,82.91666667,85.6043956,87.56410256,87.87878788,90,88.61111111,89.20634921,95,95,100,TRUE,0.681081081,0.697674419,0.713375796,0.71942446,0.710743802,0.725490196,0.75,0.787878788,0.84,0.833333333,-460.3674662,-472.8311562,-458.3820781,-485.8593295,8.29E-17,2.49E-14,1.99E-27,3.72E-16,255.9956559,344.791101,257.709821,373.6107831,1.43E-15,2.86E-13,1.23E-26,3.06E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 00:59:37 2018,4,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,3333,results/152422154694,5,64.94623656,65.18518519,66.66666667,66.66666667,65.55555556,65.33333333,66.66666667,73.33333333,63.33333333,66.66666667,TRUE,65.33333333,66.46520147,71.02097902,70.55555556,68.11688312,69.56349206,73.5,87.14285714,75,83.33333333,TRUE,64.66666667,64.00732601,62.997003,62.22222222,62.38961039,57.53968254,58.57142857,61.33333333,52.66666667,56.66666667,FALSE,0.649006623,0.656934307,0.672131148,0.672897196,0.666666667,0.638888889,0.655172414,0.714285714,0.666666667,0.705882353,-480.2796295,-507.7565437,-484.854241,-511.8487776,1.71E-27,2.71E-17,1.29E-27,3.73E-16,265.2735363,369.7351917,266.1336144,379.6551722,2.69E-26,3.01E-16,1.11E-26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 01:01:12 2018,4,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,3333,results/152423891477,5,56.23655914,57.77777778,56.66666667,55.23809524,57.77777778,57.33333333,56.66666667,57.77777778,66.66666667,66.66666667,TRUE,66.66666667,65.95238095,66.09090909,67,70.62409812,68.73015873,69.04761905,77,88.33333333,80,TRUE,45.75,49.8021978,48.0952381,45.45454545,48.22799423,47.77777778,46.66666667,42,43.33333333,33.33333333,FALSE,0.514705882,0.551181102,0.543859649,0.515463918,0.547619048,0.529411765,0.5,0.457142857,0.5,0.444444444,-2178.246495,-2456.694338,-2285.249973,-2529.915847,3.10E-114,1.02E-293,4.12E-143,8.50E-258,1028.151838,1083.984112,1076.807496,1075.917886,5.37E-113,0,3.54E-142,1.01E-97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 01:02:48 2018,6,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,3333,results/152425618777,5,55.5483871,57.03703704,55.83333333,56.19047619,56.66666667,56,56.66666667,57.77777778,66.66666667,73.33333333,TRUE,54.66666667,55.53113553,53.36363636,56.44444444,54.00793651,50.11904762,49.42857143,49.66666667,62,100,TRUE,56.16666667,59.44322344,57.91208791,56.81818182,59.93939394,58.01587302,60.85714286,61.66666667,60,56.66666667,TRUE,0.562091503,0.579710145,0.589147287,0.581818182,0.597938144,0.602409639,0.606060606,0.612244898,0.6875,0.75,-1402.18417,-1745.981266,-1501.895379,-1789.271139,4.32E-60,1.81E-96,3.66E-96,1.17E-98,869.6120257,994.2633697,958.6079701,988.8679225,5.44E-59,3.16E-95,3.15E-95,nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 01:04:24 2018,5,lstmHmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,3333,results/152425646875,5,60.32258065,59.25925926,58.33333333,57.14285714,58.88888889,64,63.33333333,60,63.33333333,73.33333333,TRUE,49.33333333,45.95604396,40.98568099,39.53535354,37.38095238,39.14285714,46,35,37.5,66.66666667,TRUE,71.33333333,72.58241758,75.34731935,73.36363636,76.58585859,77.33333333,72.38095238,65.9047619,57.66666667,63.33333333,FALSE,0.642857143,0.635761589,0.637681159,0.634146341,0.666666667,0.727272727,0.717948718,0.689655172,0.702702703,0.8,56.02279463,9.91520484,50.87445003,9.851478738,inf,inf,inf,inf,320.5657256,551.858023,320.9182785,546.9924851,nan,nan,nan,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 01:05:59 2018,5,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/pairwise/every_frame,3333,results/152441948399,5,54.27956989,54.07407407,56.66666667,57.14285714,55.55555556,53.33333333,53.33333333,55.55555556,63.33333333,73.33333333,TRUE,48,48.38827839,51.30769231,47.35353535,46.82539683,44.20634921,47.23809524,53.57142857,70,87.5,TRUE,60.33333333,57.38461538,59.65367965,65.75757576,61.64141414,59.72222222,56.73809524,50.66666667,52,60,FALSE,0.571428571,0.569444444,0.587301587,0.608695652,0.591836735,0.578313253,0.575757576,0.583333333,0.685714286,0.75,-1973.166114,-2288.809525,-2083.158716,-2366.837569,5.31E-124,7.79E-107,2.73E-118,4.51E-198,1030.613724,1137.178634,1128.723613,1235.617118,9.16E-123,1.36E-105,2.35E-117,4.33E-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 01:07:42 2018,5,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,3333,results/152442065318,5,55.59139785,53.33333333,53.33333333,50.47619048,45.55555556,48,50,48.88888889,36.66666667,40,FALSE,57.33333333,53.84615385,55.13752914,54.37373737,49.84126984,56,56,60,60,50,FALSE,54,52.85714286,56.24542125,50.87412587,45.45454545,46,45.71428571,46.66666667,44,50,FALSE,0.55033557,0.533333333,0.548387097,0.518518519,0.461538462,0.506329114,0.53125,0.530612245,0.457142857,0.470588235,-443.0530654,-449.3067023,-455.4536833,-435.2426283,2.54E-16,2.78E-17,8.22E-27,5.81E-11,243.3378035,329.8370756,252.1691138,274.0151661,3.10E-15,3.10E-16,7.06E-26,3.21E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 01:09:22 2018,6,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,2222,results/152441947217,5,55.03225806,54.81481481,55.83333333,57.14285714,56.66666667,57.33333333,56.66666667,60,60,66.66666667,TRUE,48,46.95970696,45.45221445,45.3989899,45.83333333,45.55555556,37,34.66666667,16.66666667,25,FALSE,61.91666667,61.47252747,64.93006993,66.16317016,67.11111111,68.88888889,73.69047619,78.14285714,76.33333333,76.66666667,TRUE,0.580246914,0.585034014,0.601503759,0.621848739,0.621359223,0.627906977,0.657894737,0.7,0.727272727,0.782608696,-394.9176477,-358.4890721,-399.8862636,-360.4727677,4.71E-16,2.88E-17,3.67E-16,3.90E-16,202.8343402,194.273602,202.22047,194.0368185,3.98E-15,3.19E-16,3.16E-15,2.72E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Apr 23 01:11:01 2018,6,hmm,/home/mlevin6/Desktop/cluster/cluster_sequences/KM_AU06_r_AU12_r_5/default/every_frame,3333,results/152441948393,5,58.98924731,57.77777778,60.83333333,63.80952381,65.55555556,62.66666667,65,62.22222222,63.33333333,73.33333333,TRUE,58.66666667,57.16483516,58.27505828,63,67.87878788,64.71428571,67.61904762,60,60,70,TRUE,59.41666667,57.56410256,62.17948718,64.2020202,63.65079365,58.42857143,62,60,65,80,TRUE,0.592105263,0.577777778,0.611570248,0.634615385,0.626506024,0.588235294,0.631578947,0.622222222,0.666666667,0.75,-394.4054773,-357.9781241,-397.4241792,-358.930511,5.02E-16,2.50E-14,3.96E-16,3.30E-16,202.4447911,194.4175361,203.0527703,193.9447789,4.41E-15,2.86E-13,3.40E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
